source,target,weight
93JXMOABAZRMJOQ1R0,56WRWGZCRYLVGXO1L6,0.964
08DPXQEVGSEDOED6P4,23CNCTJIUDLMVON3R2,0.885
08DPXQEVGSEDOED6P4,78INAYPFSAGEZXK2E0,0.885
10HPOSLPXFFUYFF4P1,11JFPRAJUQNQEHD5G8,0.952
10HPOSLPXFFUYFF4P1,43BOBUGERCXKURP3W7,0.952
10HPOSLPXFFUYFF4P1,61LYBNUNXBICQAE0F7,0.952
95DQANSLGMPLWBN9E3,63DATHGFTNWJGKW2Q4,0.941
95DQANSLGMPLWBN9E3,60MAHOBWHIPUFSR4M7,0.941
95DQANSLGMPLWBN9E3,15IIBSLTCCOPFNU4T0,0.941
61NLHEOKFSQHFZK2P8,05ELLBOEHPJZYRB0D5,0.913
44JDMBRSBIXKTBX2A8,45PZTXMGPSDZALV6V0,0.944
44JDMBRSBIXKTBX2A8,78URZYSDQKRXEBW0V1,0.944
44JDMBRSBIXKTBX2A8,74BAVPAUKZZVWKX4R2,0.944
74BAVPAUKZZVWKX4R2,97OUDYOHGZLCXMO2J1,0.863
20QFDHAMKRMASCJ1G1,68DDGSLHITFWPXV3F9,0.927
20QFDHAMKRMASCJ1G1,80AWRFJEDGNENQL4M7,0.927
20QFDHAMKRMASCJ1G1,98CQGIGGWLAFEVD9T2,0.927
50JJFLRCMQSLZYO5R1,47VEULGWVHUIOKV3W0,0.926
50JJFLRCMQSLZYO5R1,87OZNVJUQEKHTBE2S7,0.926
53XSDNPTTWUHIVS4V8,10KHRVOTEXSNLDX7W3,0.907
53XSDNPTTWUHIVS4V8,68BHZTQLXTUXQEV2O2,0.907
00HPGMPVKYKISQR9I0,55EVPHQLNWNVMXY5C1,0.978
00HPGMPVKYKISQR9I0,51CUNCBWWPJWHOV0J4,0.978
71WVEBSZIPYZMGT3L9,23KIAFIHWMCBNEN3Y0,0.915
71WVEBSZIPYZMGT3L9,32GLCAOUKDATIAC8Y9,0.915
82LCZDJFFZLQQYL5D0,75KOFFNNSIBDJYM4J8,0.924
82LCZDJFFZLQQYL5D0,02KNLJQLEWGUGIR8G1,0.924
60ICAEZIHBUAIXU1A0,52OKMCLJSENVKBV8J8,0.933
60ICAEZIHBUAIXU1A0,25WLVILBUDLHNRZ4M3,0.933
60ICAEZIHBUAIXU1A0,17YXUJAOSBICQZH4A1,0.933
48SWMJOJLTCJPYY9D4,25NNKTQUEXAMXBS0S4,0.887
48SWMJOJLTCJPYY9D4,17LQMOUXRCIFNSB5I2,0.887
68EESMVDPAVOCRI1N3,79NHNQDODWMMEYO6P9,0.898
68EESMVDPAVOCRI1N3,39PMINRZDSCACUH7K9,0.898
68EESMVDPAVOCRI1N3,05YVMSQGXEFTHSI4K2,0.898
83TJWPUUKBEWHWF6Y1,69UGURVPVIBOKAT0N9,0.907
83TJWPUUKBEWHWF6Y1,96RRSUQLWEWWNNR6S8,0.907
83TJWPUUKBEWHWF6Y1,31VNWPYOZIFMITV2V3,0.907
20YPGUBYCOOBCOY4Z2,47BIIJKYBIEHAIS6E9,0.931
20YPGUBYCOOBCOY4Z2,76TDZFXZXATTMQL1Z4,0.931
19AWDLIHHNJSEXJ2A1,60AVZUDGDNTIVAB7I5,0.932
19AWDLIHHNJSEXJ2A1,54CUCSIKQBTORKX7S1,0.932
19AWDLIHHNJSEXJ2A1,91KNDDXJDWDYMVW7I0,0.932
69UGURVPVIBOKAT0N9,25VKLZYHWYMJVGO6P8,0.93
69UGURVPVIBOKAT0N9,93VDEEHFEQINFVK2N9,0.93
64KMFQZSELCMQTI7N6,28AUUQMHIMFLKSU7A0,0.888
64KMFQZSELCMQTI7N6,15VNALGYQVZZNJZ1D2,0.888
64KMFQZSELCMQTI7N6,02VIEQUBQQKPMDJ2T2,0.888
61LYBNUNXBICQAE0F7,42JTBTSZRZRQEZZ7G7,0.929
61LYBNUNXBICQAE0F7,14LJIMXXDYXQPQI5D8,0.929
61LYBNUNXBICQAE0F7,15XYCFIKEICOLEW7E0,0.929
15JQRZXRGBIWVQQ0Q0,80AWRFJEDGNENQL4M7,0.978
15JQRZXRGBIWVQQ0Q0,87PDCPDTWCQALEF1C0,0.978
98KCVBWKAQLXDLE7P5,95DQANSLGMPLWBN9E3,0.936
65NVIORKKJBDJMH0U8,11DSEVMHWJWXEWY1X4,0.923
65NVIORKKJBDJMH0U8,87YRJDTIKXBTONW9L0,0.923
02YNKARBVGGYUFA6J2,64RIYPTGGRJQDQC1F3,0.879
02YNKARBVGGYUFA6J2,35YPZDHBUGLRECO3I1,0.879
73QYVYDWJQSHMNE9W5,67XUJRFSYJYMQOQ5A8,0.964
73QYVYDWJQSHMNE9W5,06QQAAASHBLHCAJ4B1,0.964
73QYVYDWJQSHMNE9W5,00HPGMPVKYKISQR9I0,0.964
30SAYBHBYBHNPTM4R4,36DUPSSCBUUNQAP0H4,0.932
37GFXZQKYLVAXBC3X2,59AEMKTUGUIUCUS0A1,0.936
37GFXZQKYLVAXBC3X2,50GXFCWPFUABEQB3F7,0.936
14QXQHLSXMLRVAM8E5,71WWUZPZPRWENHQ9S2,0.893
97CRJWHNQTLFERD9Z4,97OUDYOHGZLCXMO2J1,0.912
97CRJWHNQTLFERD9Z4,17ZBMMDEBPKNUIF3T9,0.912
97CRJWHNQTLFERD9Z4,47VEULGWVHUIOKV3W0,0.912
93BUXLNTNDRNRQX9L6,00MEEHQLFKXVASL4Q8,0.919
14FBYSESTMIXTKX1U0,85FHMGXGMEOAUXD9Z0,0.896
59NBXGTMPWMUDAM4M0,68EESMVDPAVOCRI1N3,0.93
95WKNSJOSDYGHAG5Z2,66UPNKEHUDYBNLF9Y1,0.933
98YOVCSPOTMLCXX5S9,62GKUGWGNUUQKAD6N1,0.953
59KYDLVUIGNZCCS7K3,85QCVOPBHDWJDHD1F0,0.958
20YBBYPSIDQQXES0T9,04DDJFSZQWNSVQM3F9,0.897
20YBBYPSIDQQXES0T9,33OGPIIYHKPIASG7V4,0.897
20YBBYPSIDQQXES0T9,76YESGURZKXTEOF2B2,0.897
75WFENUIJDYICRH2F7,37FVTIPVKCUYHXX5V0,0.903
75WFENUIJDYICRH2F7,21GDNNVQCTTGWJQ8F8,0.903
75WFENUIJDYICRH2F7,38NJBAHNTPCVJPF3B8,0.903
61PXFICGHZIPVBC7P0,02YNKARBVGGYUFA6J2,0.912
61PXFICGHZIPVBC7P0,69SCGQYXVLEDQRM4S5,0.912
61PXFICGHZIPVBC7P0,15IIBSLTCCOPFNU4T0,0.912
31CTWWHAUANOOFZ2A4,21GDNNVQCTTGWJQ8F8,0.951
31CTWWHAUANOOFZ2A4,54CUCSIKQBTORKX7S1,0.951
39BSHVFPPAJXGTB1E6,68XUWOFWIDCGYGK5K9,0.868
18FAFFQNGMEHVRM4K2,19AWDLIHHNJSEXJ2A1,0.926
29WWBJOUGCVEIBS4D7,78URZYSDQKRXEBW0V1,0.942
29WWBJOUGCVEIBS4D7,19JBSFZPCZUUCNJ8M5,0.942
62JZXXIPVNJXIOX5A8,34MFACUISSZXYBS1P7,0.884
62JZXXIPVNJXIOX5A8,07GYSJAQCIHDWZE5Z9,0.884
69VWEFKUKDIZHRB8E4,52NVGSDJRVJZQRX8Y6,0.931
69VWEFKUKDIZHRB8E4,10EWAEOXYEZWXFD7W3,0.931
89PZAXRJWXLFVLH6C1,28LRRAAQULLKNJQ8B5,0.897
93FQJPNAGCUISDU7G1,35OHQYQYVFZEIXA2X3,0.93
93FQJPNAGCUISDU7G1,78INAYPFSAGEZXK2E0,0.93
93FQJPNAGCUISDU7G1,24AHBYOTWILTARO9Y8,0.93
69TVOWWVEMJTABS0V1,00JTHAWWGEJYGRR9K9,0.887
69TVOWWVEMJTABS0V1,46FNHPTJHKLFWHC0P5,0.887
69TVOWWVEMJTABS0V1,82RSSSHXURIZBIX8F7,0.887
39GFQQINQGPQOTD6N3,59ZSJJXGLDETLRQ1N3,0.927
39GFQQINQGPQOTD6N3,64KMFQZSELCMQTI7N6,0.927
39GFQQINQGPQOTD6N3,00SJOMCZLINQEXZ2S3,0.927
26ABEXFXVZZQAMA7H6,84COUOPRSIQBFBO9M3,0.906
26ABEXFXVZZQAMA7H6,20YBBYPSIDQQXES0T9,0.906
26ABEXFXVZZQAMA7H6,48XRHFSTHTWVLLC1Q7,0.906
96ZESSVFWAADUVG0G2,63TSKKOKKTJOSOI0F4,0.972
13ZKVWOABHIYLIY7J8,78NLRUPZNPYGLOM9H6,0.93
13ZKVWOABHIYLIY7J8,82AFPGIOALMTWHP1L0,0.93
16SXMGXCEPRTISK9C4,15JQRZXRGBIWVQQ0Q0,0.961
36DUPSSCBUUNQAP0H4,69FMGOQUGVWSDKT3E0,0.932
36DUPSSCBUUNQAP0H4,19AWDLIHHNJSEXJ2A1,0.932
95OSPBAJLMTJGAR9M2,66LSUICOUTIZJIZ9A4,0.892
95OSPBAJLMTJGAR9M2,36KDOPXARETIDWY8H3,0.892
95OSPBAJLMTJGAR9M2,42TYNMVLCIFJLFN6X4,0.892
13RUEVWOZAEMSLF5Q7,58RPCEFMVNQZRDZ4D8,0.954
13RUEVWOZAEMSLF5Q7,17GVISZQTSLKXQJ2T8,0.954
13RUEVWOZAEMSLF5Q7,87PYVHPUZONBBHT1G1,0.954
15WUZDLKFFYDXPG7W5,15XYCFIKEICOLEW7E0,0.914
12DSXQSOSDXKVBC1J6,23EXMRBSJUIUWOD6Q2,0.893
12DSXQSOSDXKVBC1J6,05YVMSQGXEFTHSI4K2,0.893
23XFWYJIZTONFKV0H5,08WSNIFQSOQPBRA7Y1,0.916
26FCEVWJZPBNYGO0K7,72YDLFBOONGVXVZ9J8,0.913
95YSQECIRADLJRE1T5,46HTHYSMQBHGJJM5H3,0.906
95YSQECIRADLJRE1T5,42EEKMKVAWFNFGK0H5,0.906
95YSQECIRADLJRE1T5,22UZWSJMMOMZXFX1H2,0.906
25KRIYDFIVZYVJR3N5,02XMSVSOMTYPRVU9G2,0.926
25KRIYDFIVZYVJR3N5,45MBHFLTWDIXZLJ9D2,0.926
42WSMGQJLIVPYCF2H5,94TRABUYCEIBKED3E6,0.912
42WSMGQJLIVPYCF2H5,24JRCCPMDAZXWXX7S0,0.912
42WSMGQJLIVPYCF2H5,93DAOACBPLSMNQS5W3,0.912
43EHPZADZNVKHRA2B9,18WDWILIEYDGJAM3S5,0.927
06RDWTJBXEAGOZT8H6,83YKHYTZDVLBQAX8T0,0.959
20RROCZCLYDXVIP3T9,70OPERIPMEWTFZS7D5,0.986
20RROCZCLYDXVIP3T9,33DXWBFZPRVZZGP1P7,0.986
05CUVKYUFQDMIUA7A6,26INUXRNRYZQTJX3J2,0.912
05CUVKYUFQDMIUA7A6,97HKUYMPQIXEIWG4G6,0.912
25VKLZYHWYMJVGO6P8,63EYIFUPPZHSEFE4Q1,0.919
25VKLZYHWYMJVGO6P8,52CVULKIACEYIVH2S9,0.919
37ZAESMPUPWPQZC8W1,97XTIPVKRHNMHRF7E6,0.906
37ZAESMPUPWPQZC8W1,70OPERIPMEWTFZS7D5,0.906
37ZAESMPUPWPQZC8W1,37TXKXAQGMKOBZK0A5,0.906
79NZHXPFIOKLYAE3U0,83YKHYTZDVLBQAX8T0,0.883
79NZHXPFIOKLYAE3U0,20GXTVRLWOMYHNY0I2,0.883
79NZHXPFIOKLYAE3U0,85XQEYTSZZYYQFT6O5,0.883
42CVUZJEAGWOISI8N7,99QUXRQZNIMHCNK0P0,0.933
42CVUZJEAGWOISI8N7,51IAKBGBEJAIGLP0N5,0.933
48WWSKGPNQBFUNP8C6,41GVWDBZKWMIJRM9M3,0.893
48WWSKGPNQBFUNP8C6,47BIIJKYBIEHAIS6E9,0.893
28GKBXXWONEFONW6L3,94RDKAILQTOVGCO5Y7,0.944
28GKBXXWONEFONW6L3,79INSLWSEKNSFEX8W1,0.944
28GKBXXWONEFONW6L3,84UINTRCQANABBB8V5,0.944
53GTZHDCRVKGAPO3N9,14PZPWPBTMVKIZF0S5,0.92
84HTXVVMVVQFSMZ4E3,20YBBYPSIDQQXES0T9,0.903
68DDGSLHITFWPXV3F9,88YSAYKOSIBCXZO9Y9,0.855
68DDGSLHITFWPXV3F9,18WDWILIEYDGJAM3S5,0.855
68DDGSLHITFWPXV3F9,60LWEHBMXJWPOOK8W4,0.855
82YVXQVLLBZJMMX6J6,18ZNMWGGVVJYJCI7T5,0.915
18CWYRSBCDPBRRI4Z0,95RKIMQQVHAEAES4H1,0.966
55LZWEMBEJNZEYU0D2,48CQNUPTWMVMFGZ6O8,0.901
38NJBAHNTPCVJPF3B8,82LCZDJFFZLQQYL5D0,0.865
38NJBAHNTPCVJPF3B8,47SQFIOGXGGLPQY0O3,0.865
38BPBMWQGRUOKOX5R6,46HTHYSMQBHGJJM5H3,0.915
45GQXIYEPCXVNSH1V5,60LWEHBMXJWPOOK8W4,0.959
55EVPHQLNWNVMXY5C1,69ZKQNIJXVGXUNM5A7,0.943
23LVIDLALHDLYGB4S7,97XTIPVKRHNMHRF7E6,0.924
23LVIDLALHDLYGB4S7,94DVXRWSSHQUPVQ0T0,0.924
84UINTRCQANABBB8V5,37ZAESMPUPWPQZC8W1,0.929
62PWIWSGBCZQOEX7D7,97SYYHANDGEXQLN3U2,0.921
19WMAFPRZYUXUYG7B9,51IAKBGBEJAIGLP0N5,0.889
19WMAFPRZYUXUYG7B9,29RHLSFMPOVKBUH9L0,0.889
65FOGQVZTRBTUJE7K1,79VHDAMGJJKWKBV9Y8,0.92
65FOGQVZTRBTUJE7K1,87XYJIUJZUNKLST5R1,0.92
81HFBDJPZMXOXDQ2J0,14FTIXDVBBCUYQU2I3,0.985
81HFBDJPZMXOXDQ2J0,98QTIFIWFQGPLMC0U9,0.985
65WXTABPDYDVJOI9R5,77LJSDLEJOVIBLR4K7,0.935
65WXTABPDYDVJOI9R5,45SOVKMZJIKOFBT8A5,0.935
65WXTABPDYDVJOI9R5,36FRNWSDSQFEUOX6O4,0.935
19PFYZISLMBLLKA1E5,59UBPNGRPHZUROQ1V3,0.938
14PYSJKETUUAMYL2N1,93JJMJIZEMSYWOT8X5,0.925
14PYSJKETUUAMYL2N1,36FRNWSDSQFEUOX6O4,0.925
22LMGMHBSFLLFCB3L1,06KEXQFRMGUCHTL6E4,0.954
55DPNHVYAKFWJIW3I2,37NWFRKKMDYZNIY2P9,0.905
55DPNHVYAKFWJIW3I2,73UQPVIWITYLGYK0M2,0.905
55DPNHVYAKFWJIW3I2,93FKHGCTYPIDHXA6D0,0.905
29RTHMWTLETNYZG0H9,98YOVCSPOTMLCXX5S9,0.902
25WLVILBUDLHNRZ4M3,86AMEFDAEXKHMPA8L3,0.964
25WLVILBUDLHNRZ4M3,79INSLWSEKNSFEX8W1,0.964
25WLVILBUDLHNRZ4M3,29ZVCUUQGAYPUDS4S3,0.964
16NSYFWJLUAGXVD2E8,40XYLPVWFKXGHXC3R3,0.938
16NSYFWJLUAGXVD2E8,88QLNQUUFWODEQB3A9,0.938
19CADMCIXQYBWXL6B8,19LAUYESBZFUATN4F3,0.905
19CADMCIXQYBWXL6B8,40YZJJBQYYVYMBM8E0,0.905
19CADMCIXQYBWXL6B8,60YJSDGKQEBQJSM8V5,0.905
83TJQJYNMKJQDDO2I5,37FVTIPVKCUYHXX5V0,0.904
19XWSRWTXFLTLBR0L0,45GQXIYEPCXVNSH1V5,0.915
19XWSRWTXFLTLBR0L0,13RUEVWOZAEMSLF5Q7,0.915
91BYAYVLLANOKIH0H1,59ZGKNTFRWJUAKM5F2,0.9
88GGDETEGRCBKLO5T6,48XUQJFKYKSYSRJ4C5,0.904
93DLDPYHSJABHVC5J2,05WVQPPJINWFCOS4C1,0.926
93DLDPYHSJABHVC5J2,18FAFFQNGMEHVRM4K2,0.926
93DLDPYHSJABHVC5J2,83VJBNVLWXJPRBN6M8,0.926
71DOGDQZUINFVAC7C0,28QKAJSSAYQFPXK5J9,0.956
71DOGDQZUINFVAC7C0,68CMXGPGMMNXSSB3N5,0.956
34YMVYWRIXPPUDK4G1,42SLMYDJADPQCHY5Z0,0.903
34YMVYWRIXPPUDK4G1,07CYODEEVPRSHMO8F3,0.903
34YMVYWRIXPPUDK4G1,09TMRBORJGRMXYP4Y5,0.903
30NQXDXNXNUZSDB0X1,85YNROZDUJTTCTQ6Z6,0.899
30NQXDXNXNUZSDB0X1,99DRJRVBGCXQUYI3T4,0.899
30NQXDXNXNUZSDB0X1,58RPCEFMVNQZRDZ4D8,0.899
01IYXYEEQMBHVSW7T8,78JZHWZBWZCNHEH5Q5,0.913
01IYXYEEQMBHVSW7T8,08WSNIFQSOQPBRA7Y1,0.913
19XLWOKZFYHGJLU9J6,98WCHLBEWMILWTK9P7,0.972
19XLWOKZFYHGJLU9J6,70LMCQNUFWSWFIC2A7,0.972
19XLWOKZFYHGJLU9J6,09IEWYORHKUKTXI1Q0,0.972
05RPDZNEHYOOOQJ6I2,54HZBESTQSDYHQF3B9,0.863
05RPDZNEHYOOOQJ6I2,18ELCRAQFWNLISP3U0,0.863
05RPDZNEHYOOOQJ6I2,08PKUUFUJCSYGGL0S0,0.863
62HUKXIVVIUTBDG0U7,57TVQKPTIINXMMK4B9,0.894
46SKROVRFHECANJ8F5,83ZNKWAIGMWXRXO3A3,0.936
46SKROVRFHECANJ8F5,23LEBFILVVGSLAI0E7,0.936
69FMGOQUGVWSDKT3E0,73PCFZZFMDXAZMM3G9,0.955
26QTNCCWHRRYSFL5K4,91KNDDXJDWDYMVW7I0,0.919
42JTBTSZRZRQEZZ7G7,89DDLCDWPHUHQYQ7M4,0.908
22UZWSJMMOMZXFX1H2,43TFQHPGTHXCRHG9F2,0.919
33BWHFSXDRULHZW7E5,31UWIZTHSTRIJEH2F1,0.912
12SRMNGFREDDQCD2P2,73NPYWANBNKDEHX9N8,0.905
12SRMNGFREDDQCD2P2,01XEOCTPGIFDMBT6L9,0.905
12SRMNGFREDDQCD2P2,40TABVMQRWTWPWR3R9,0.905
61XZSAXYFOGJOXC0M3,38ZLYQUZCVJGTHZ6Z2,0.953
61XZSAXYFOGJOXC0M3,69SCGQYXVLEDQRM4S5,0.953
61XZSAXYFOGJOXC0M3,45GQXIYEPCXVNSH1V5,0.953
94QYFCRATATOCKG8R3,50OCGOSYFQVSUFF0M3,0.909
94QYFCRATATOCKG8R3,37LBRWFDSCUHECI5F3,0.909
94QYFCRATATOCKG8R3,63EYIFUPPZHSEFE4Q1,0.909
34IOOBAQHTHPGAB6C4,82JPGFJUBKRDKGH7W6,0.93
34IOOBAQHTHPGAB6C4,16IZLDCHYZPOHSD0Z3,0.93
34IOOBAQHTHPGAB6C4,93JJMJIZEMSYWOT8X5,0.93
77WSAFMMQVQDXWY5V2,49KMJWELUYJMJVL2G3,0.922
77WSAFMMQVQDXWY5V2,25OLOUPZTGVGHNS6B2,0.922
77WSAFMMQVQDXWY5V2,68BHZTQLXTUXQEV2O2,0.922
96XZVCISXDDPOHX4A9,63DATHGFTNWJGKW2Q4,0.923
96XZVCISXDDPOHX4A9,38BERHVRRASDMYV1C3,0.923
59UATLUVHMGGWVX2Z9,29WWBJOUGCVEIBS4D7,0.917
59UATLUVHMGGWVX2Z9,59LRMPBOFIDCQYL3V2,0.917
71OININKKVOJFVM6N6,54CKZJHSIDLSIII0Q6,0.907
71OININKKVOJFVM6N6,33BWHFSXDRULHZW7E5,0.907
18LPIHMHZZIGFFB2A5,60CUXMMFUYPRIAT0H1,0.922
18LPIHMHZZIGFFB2A5,13UJVGEMFRCJJTF7R4,0.922
18LPIHMHZZIGFFB2A5,37PYHTFSIEYVWAO2K4,0.922
35WYIALPBQOYSID8N2,46RSVNSMDLIKDBI2B5,0.943
35WYIALPBQOYSID8N2,85QCVOPBHDWJDHD1F0,0.943
07CYODEEVPRSHMO8F3,92FKMPJIFDOLMTG4O1,0.955
55PHNSIZIQWHOVG4S1,28LRRAAQULLKNJQ8B5,0.933
55PHNSIZIQWHOVG4S1,77QGJLBMBLDMUWH6A9,0.933
89QAWIWQYUAPAHV1G7,99CATPVVJAPKCPI1Q8,0.954
71GDLMKWCAGVPJH1N0,46RSVNSMDLIKDBI2B5,0.93
97MSVXYYSVIQDSP4K4,64UQVGNZXIIFHFS5G1,0.962
97MSVXYYSVIQDSP4K4,89WISJKQPRCFFLJ6H5,0.962
97MSVXYYSVIQDSP4K4,82TWHAILITIIVMY9N2,0.962
63EYIFUPPZHSEFE4Q1,73XEQNWHBXKCPHG8U0,0.946
63EYIFUPPZHSEFE4Q1,79QAXZFZBMGNCGW8F9,0.946
63EYIFUPPZHSEFE4Q1,83VJBNVLWXJPRBN6M8,0.946
16BNZOSORXFJELB4W5,28QPTFFUOMSGHHL8Q1,0.896
16BNZOSORXFJELB4W5,52DFHBJYQIFGKZT2E8,0.896
16BNZOSORXFJELB4W5,75VMERVRMJFAITL1Y7,0.896
32ITDSJNIEKVGFN8N8,15SDLYOPLVNCIND4K8,0.898
75KWBKYQHYHORHF3J7,59ZGKNTFRWJUAKM5F2,0.945
75KWBKYQHYHORHF3J7,73FENXPBJCJBNWW4X4,0.945
01IELNZBBOANCHG3Q0,19QURWKTZUUBWXA0D9,0.88
01IELNZBBOANCHG3Q0,21QXXAIDVWDGIVP1J5,0.88
12IIQHGUJPBHVYW6J0,50DRKYANGKUMRYK7S2,0.952
12IIQHGUJPBHVYW6J0,98QTIFIWFQGPLMC0U9,0.952
37WCUSANPUCLJRS2J7,51LPSSZJOLWTJYR4D0,0.949
37WCUSANPUCLJRS2J7,15XYCFIKEICOLEW7E0,0.949
04VRMAVXPXJALSR2I6,51DHLFAUXVICRNL4Y3,0.913
04VRMAVXPXJALSR2I6,41APPDMRHTTKRRU6U5,0.913
09WOTLSNVPVDNGN0L5,04FKFIJXGBMDFOE5B8,0.932
09WOTLSNVPVDNGN0L5,16SQDCZURWBMXOK3H8,0.932
09WOTLSNVPVDNGN0L5,17BQZWKXYKKOMMG6A8,0.932
60RJHQPUSETUHXJ6Q1,39GTVLZWYNEQHFD6Q5,0.936
60RJHQPUSETUHXJ6Q1,82UXQWBXYTCYJQC2E0,0.936
73SKRFQGVTEAPDL2D8,94FGGXHFBFDZOCV0Y0,0.915
73SKRFQGVTEAPDL2D8,32LPGRXNRPCTYSD9C6,0.915
47QSTJDRLXXARQQ6N7,95OSPBAJLMTJGAR9M2,0.905
47QSTJDRLXXARQQ6N7,70HPWSWKJXOTFFE4M6,0.905
71TJYNDVRYGIKSO3T1,83VJBNVLWXJPRBN6M8,0.933
71TJYNDVRYGIKSO3T1,97IRHBWZPLPLBIE9W3,0.933
71CQSHWETMXKBEG1M5,63BADHSRNIRUUGI0M8,0.942
28NUHCXQQCBRKOX0Q6,05YVMSQGXEFTHSI4K2,0.903
28NUHCXQQCBRKOX0Q6,26PGTKMWHSMOJXE6E2,0.903
45PZTXMGPSDZALV6V0,00HPGMPVKYKISQR9I0,0.93
45PZTXMGPSDZALV6V0,88PTWETSUSZVGPL1A3,0.93
39PMINRZDSCACUH7K9,56WDINJOQCQJEHT6N7,0.898
20KRAMYTWSJKXYB4V3,73NPYWANBNKDEHX9N8,0.923
63WYFMWPHAPMHZE2A9,61LYBNUNXBICQAE0F7,0.9
63WYFMWPHAPMHZE2A9,06VHDBLKLEVSANH4Q7,0.9
35DLJHBOCZFMEYB3S8,53EIUDWOVAUKSTF1Q6,0.906
39RFKFNNUJWNUDW3S3,99XUZBXCUOQIHKW4H0,0.937
04RINEOECXFYFLW2X7,05ELLBOEHPJZYRB0D5,0.96
04RINEOECXFYFLW2X7,63VYDIKEJASBOOD7B8,0.96
04RINEOECXFYFLW2X7,79NHNQDODWMMEYO6P9,0.96
51GQDPMKNPGRLNS2B2,05JUXAEOUHCCBIC2X1,0.981
51GQDPMKNPGRLNS2B2,89GPQXRSSAGIDAH6A1,0.981
51GQDPMKNPGRLNS2B2,28SDGFHOACJKURG6I1,0.981
07IECWHUTBDYDRD7C1,71DOGDQZUINFVAC7C0,0.937
07IECWHUTBDYDRD7C1,67CBTQVNTMQQLTE1T9,0.937
07IECWHUTBDYDRD7C1,80AWRFJEDGNENQL4M7,0.937
23WFANUOILTCZCB3G3,76NHFBDHURGCEVY4N6,0.885
23WFANUOILTCZCB3G3,34UHBCOITHRKXEF6Q9,0.885
64DAFLAJRFQFOND4B7,05ELLBOEHPJZYRB0D5,0.899
64DAFLAJRFQFOND4B7,51GQDPMKNPGRLNS2B2,0.899
08CVOSCOBJNASLL8F4,23KIAFIHWMCBNEN3Y0,0.914
08CVOSCOBJNASLL8F4,23FQKOVMKLGZFMU4R6,0.914
08CVOSCOBJNASLL8F4,46FNHPTJHKLFWHC0P5,0.914
39GTVLZWYNEQHFD6Q5,18ELCRAQFWNLISP3U0,0.924
39GTVLZWYNEQHFD6Q5,83LQEIWHUUQEFIZ7Q8,0.924
39GTVLZWYNEQHFD6Q5,65NVIORKKJBDJMH0U8,0.924
68VUJZAIGIOQARY4F0,63XSSPNKRHRHREP0A3,0.906
73LLRYEGICFLTYR5W7,81ZSOHPEDHKPHLS9E9,0.885
73LLRYEGICFLTYR5W7,87JVXIASXXVJHMD1R8,0.885
73LLRYEGICFLTYR5W7,01NOMDZEXMKPVMP6C6,0.885
07PSYZRLXAKNEUJ6D3,25WDHGGZYTRWBYF4T6,0.933
50AKQTYSZRWEHNL0I9,25VKLZYHWYMJVGO6P8,0.951
96YOFHJYWETLKMZ7L8,04RCTBMQDOXADHG3Z6,0.927
96YOFHJYWETLKMZ7L8,25WDHGGZYTRWBYF4T6,0.927
96YOFHJYWETLKMZ7L8,35HEJXXZKMXCFTS0A0,0.927
25MBANPQQWXJFJN4P7,50KMMQZRYODJPCA1S5,0.871
25MBANPQQWXJFJN4P7,95NXSRVHAOOXKZA0J6,0.871
25MBANPQQWXJFJN4P7,83TJWPUUKBEWHWF6Y1,0.871
94VPTEPHDYMVZNE7L6,44JCVMVRABDUQQP6W9,0.884
94VPTEPHDYMVZNE7L6,13UJVGEMFRCJJTF7R4,0.884
94VPTEPHDYMVZNE7L6,69EFABFROEALYOH8Y0,0.884
05JUXAEOUHCCBIC2X1,77PSYRMLXHNDWIF1I8,0.936
05JUXAEOUHCCBIC2X1,39PMINRZDSCACUH7K9,0.936
05JUXAEOUHCCBIC2X1,98XWAFPWEBXQMTN1S8,0.936
82RSSSHXURIZBIX8F7,22PSKCOCHNPHDOT3P2,0.914
42YKMFPCKIHVPTT2K5,99QUQWLVQJEWJPQ5V4,0.932
42YKMFPCKIHVPTT2K5,50AKQTYSZRWEHNL0I9,0.932
28YLODTFBWEMZSE3P3,40HKJSJIMEELCXA8X6,0.928
28YLODTFBWEMZSE3P3,97CRJWHNQTLFERD9Z4,0.928
01NOMDZEXMKPVMP6C6,60USJGDKQEFKEYT7E4,0.919
05ELLBOEHPJZYRB0D5,14LJIMXXDYXQPQI5D8,0.942
16HPQKKXDNBTJIX8Y3,18FHEDXJMPZNLJF6O0,0.879
65OEIXGDBIMHEFO8L8,82WYVITOTWFAMVQ3Y7,0.946
65OEIXGDBIMHEFO8L8,28UIXUHJDLYLPCK4O7,0.946
43GNSCMUKJZPWAA3X5,96YOFHJYWETLKMZ7L8,0.906
43GNSCMUKJZPWAA3X5,42WSMGQJLIVPYCF2H5,0.906
55YAXASUKGNWWJQ9A7,88GSKOQYOQOCCJY3Z0,0.942
55YAXASUKGNWWJQ9A7,84FGCDFQWQDUPNW0G5,0.942
98NULGGJWYKUZAB7K1,45XHABPSLVVVNTL8B1,0.945
98NULGGJWYKUZAB7K1,20GKQIHVFMZIKAX0T8,0.945
98NULGGJWYKUZAB7K1,08MWDCIQEODWJBD3C9,0.945
95YNFWCHUXGAYUC6I0,62PJKBDZXYWSQID0U6,0.906
