gstin,taxpayer_name,sector,state,taxable_value,itc_claimed,tax_paid,itc_ratio,invoice_count,mismatch_ratio,num_buyers,filing_status,is_fraud
19CABOPXRJARHZK5Y8,"Khurana, Mody and Bahl",Services,RJ,990274.04,59278.5,134709.74,0.44,36,0.1103,4,Late,0
02RSAWASQRBCMAV0K6,Chakrabarti PLC,Trading,GJ,65468.84,6751.51,3721.05,1.8139,11,0.0799,10,Regular,0
23VMEWSTUWYTOGO1K3,Chaudhari-Rana,Manufacturing,GJ,530987.58,61628.89,47037.52,1.3102,16,0.12,2,Regular,0
66YZVYGAJOOKJBO8G5,Munshi and Sons,Trading,UP,488934.57,39133.1,87555.18,0.4469,47,0.0874,18,Regular,0
31TASTEGJDGTGTI6K7,Gandhi-Wadhwa,Construction,DL,571365.55,52773.89,59093.7,0.893,37,0.0399,11,Regular,0
04QBKMSDUQPLOUO8M4,Dua Group,Manufacturing,GJ,885831.19,119145.39,96572.48,1.2337,19,0.0493,9,Missing,0
16YJGNWGHLGCRNZ9N7,Mukhopadhyay PLC,Retail,GJ,1419154.11,3463025.45,34555.98,100.212,88,0.6537,67,Missing,1
42GFHWZPGRBLDDX1Z3,Gola LLC,Retail,DL,1053368.64,1945252.04,12711.92,153.0138,50,0.4611,89,Late,1
69XUFJKZTBRREFV6H4,"Basak, Dasgupta and Sundaram",Construction,DL,4328273.57,11335583.09,114009.89,99.4254,166,0.7654,28,Missing,1
56GHDQMUJRCYWHI4T6,Chadha-Bajwa,Retail,DL,336235.11,36070.77,54269.53,0.6646,49,0.0823,18,Missing,0
18IECDENEWCZFAS9V9,Padmanabhan-Aggarwal,Construction,MP,812701.8,47925.54,50627.0,0.9466,49,0.0177,12,Late,0
36XOUGYTGGEOXZT1T7,Varughese Group,Services,DL,262255.23,39441.53,27931.61,1.412,10,0.095,16,Regular,0
26ZJLQOHQUCDNGC6T7,Bora Inc,Services,UP,228044.47,31132.5,37939.52,0.8206,22,0.033,3,Regular,0
74WBNAXIWLNMKEY7Z2,Dhingra and Sons,Retail,GJ,274484.16,35878.35,47429.16,0.7564,25,0.1479,6,Regular,0
18RPTJKNAIXJGTM8Q6,Sibal-Prashad,Retail,GJ,722746.1,119806.56,129138.94,0.9277,33,0.0707,1,Missing,0
14SSJMMMTYRPQAM1Y7,Hari PLC,Manufacturing,MH,604308.35,50806.26,32361.91,1.5699,19,0.1123,12,Regular,0
33BCGWITQGIUJIC6G1,Kannan-Cherian,Manufacturing,MP,591831.94,45132.72,104192.83,0.4332,17,0.1318,10,Missing,0
62FKGVOGSWZQYDB6M8,Pingle-Batra,Trading,TG,568404.49,30082.28,58863.41,0.511,22,0.1115,6,Regular,0
87DAIPQAWPYXNTG3H8,Panchal-Puri,Construction,MP,897489.22,77363.49,78658.97,0.9835,48,0.0588,15,Missing,0
73WTNSCHPHJYUSF9A6,Madan PLC,Manufacturing,GJ,576545.11,43225.89,88296.39,0.4895,31,0.0012,18,Late,0
43GKLAYLXYMEGUM8G0,Kala Ltd,Manufacturing,MP,218357.13,19951.98,17732.58,1.1251,34,0.1363,18,Late,0
45HASLTURRJTYCN1Z5,"Dugal, Saini and Merchant",Construction,MP,200596.42,21936.92,10577.29,2.0738,35,0.0629,8,Missing,0
52XAOAAMWNSDVLV3K9,"Murty, Loyal and Bava",Trading,RJ,457791.03,66598.59,52706.71,1.2635,15,0.009,1,Regular,0
50ZHLUECUUTROPU3O7,Soman PLC,Services,UP,10477.32,971.6,820.85,1.1822,30,0.0467,16,Missing,0
78WEOXSOPFCTLCQ9H2,Gupta-Cherian,Construction,UP,114711.11,7852.21,11060.53,0.7099,19,0.1337,10,Regular,0
67IQMMYAKMEWKDZ7L8,Merchant Inc,Trading,GJ,867945.14,45908.9,103439.2,0.4438,10,0.0932,9,Late,0
34LTYWFJSXNRJVE2P2,"Mannan, Keer and Anand",Construction,TG,505025.1,69510.04,32741.67,2.1229,34,0.125,18,Late,0
61NRCIMGBVIUCON3Y3,Nagar Ltd,Retail,UP,558218.28,36790.73,86119.2,0.4272,4,0.1232,9,Regular,0
52JYJULGGRGJMXG2J2,Ahuja-Zacharia,Retail,RJ,33586.67,2874.89,4495.78,0.6393,43,0.1268,18,Missing,0
41UENZUWGIZUWNV1B6,Memon Inc,Retail,TG,596732.06,68232.6,103202.38,0.6611,45,0.0242,2,Missing,0
62PZSKEUPFJSONK5G7,Deshmukh LLC,Manufacturing,TG,518538.04,65570.94,50955.25,1.2868,31,0.0968,3,Late,0
37PYHTFSIEYVWAO2K4,Sen-Kashyap,Trading,UP,2980219.83,6429132.63,129839.88,49.5155,50,0.798,94,Missing,1
68XUWOFWIDCGYGK5K9,"Sathe, Mishra and De",Manufacturing,TN,1141504.5,2366577.64,36744.2,64.4051,195,0.7362,82,Missing,1
24ZMODUGXPOUMOT8D7,"Mallick, Sharaf and Wagle",Trading,TN,643009.4,44212.6,96380.69,0.4587,35,0.0786,7,Late,0
31LQLFEJFUOTDRJ8I1,"Krish, Rege and Ramakrishnan",Construction,MH,398930.85,56593.19,57917.86,0.9771,45,0.1452,13,Missing,0
19ZWNVIJCMGXJSG5M9,"Srinivasan, Swaminathan and Ben",Construction,WB,630734.42,59546.94,62205.34,0.9572,1,0.141,2,Late,0
32DIDIDEQDLHWBD6V3,Jhaveri and Sons,Services,TG,93526.86,10009.34,7835.32,1.2773,13,0.0338,17,Regular,0
46SUBHQMUTICMRR2E2,"Boase, Raman and Grover",Retail,TN,514625.48,86137.74,86507.52,0.9957,24,0.138,3,Missing,0
90ZNVINENMOYPGL2U5,Upadhyay-Naik,Retail,WB,948761.28,99809.25,89690.05,1.1128,24,0.0862,17,Late,0
66PJXCFQCVQFSGU9I5,Garg PLC,Retail,TN,143876.37,13081.83,13180.82,0.9924,34,0.0443,4,Missing,0
48XCUISHCNBNUGM7P2,Iyer Ltd,Trading,TN,559731.15,87093.53,76523.75,1.1381,19,0.1478,7,Missing,0
88DFPEDRFDROVNQ9L3,Bhattacharyya-Nadkarni,Services,UP,84391.07,15081.56,8971.29,1.6809,32,0.0255,14,Missing,0
91EYIGSRNVBNHQL2N0,Sahota-Devan,Manufacturing,GJ,263517.95,41707.08,28581.06,1.4592,48,0.0575,13,Late,0
46BBNOTRUDOIQXB8E9,Basak-Gole,Retail,TN,860933.33,109200.09,144011.63,0.7583,7,0.0756,6,Missing,0
28QKAJSSAYQFPXK5J9,Panchal-Bhagat,Construction,RJ,4070332.66,7236411.09,190125.64,38.061,133,0.6418,26,Missing,1
55QXANSCARPHKMD7M0,Gopal-Lal,Services,DL,419954.97,58134.98,42907.08,1.3549,41,0.1371,5,Late,0
52KFUFKVQREIMBS1F1,Zacharia Group,Trading,KA,68208.06,9876.84,6326.29,1.561,44,0.1101,5,Regular,0
82QWXLIXFDLYNCB6K3,Om Inc,Services,TG,735468.75,107182.95,38527.89,2.7819,1,0.0563,4,Late,0
52MUTORIEZDUMJN6V2,Dhar-Bakshi,Services,KA,773064.96,105328.38,60341.94,1.7455,23,0.1088,18,Late,0
97HJYNVRBFOJLGT9P4,Korpal PLC,Retail,TG,908951.67,132279.18,160340.11,0.825,20,0.0076,17,Missing,0
40MPRGDZSPLVNDL5P8,Manne PLC,Trading,GJ,2996094.69,7854836.07,127065.41,61.8168,242,0.4897,95,Late,1
37CNBIDXSWUSKUT1K2,Nagi-Dave,Retail,MP,460153.07,42352.99,24965.81,1.6964,29,0.052,2,Late,0
79OVAVWJAWRQTEV0M4,Dewan and Sons,Services,DL,195652.77,14125.18,31919.3,0.4425,45,0.0128,2,Missing,0
31SEXHUTRWJDYHW8O0,"Karan, Munshi and Chakrabarti",Retail,RJ,431300.32,41089.97,61385.8,0.6694,19,0.125,10,Late,0
15ZINCHDHNFVKVH9W1,Sule-Radhakrishnan,Manufacturing,GJ,417731.29,60809.54,50820.1,1.1965,4,0.0941,16,Late,0
04DESZWNRXPZNIT4L6,"Varghese, Sura and Bhasin",Manufacturing,UP,382930.29,46809.34,25148.42,1.8612,17,0.1262,19,Late,0
12WIUCPMDNHAGDK4F7,Dara-Kaul,Trading,MH,896564.92,145790.75,148610.02,0.981,43,0.0261,8,Regular,0
31TFPEOEBEMDQHJ1N6,Gupta Group,Construction,UP,898852.77,62423.25,141458.37,0.4413,40,0.1213,15,Regular,0
44CMDDHYDYUMNTU6S1,Korpal-Tella,Retail,UP,839911.18,121835.66,114533.25,1.0637,27,0.1421,2,Regular,0
73JKLCJGPABSJEV3P5,Tandon Inc,Services,WB,32204.58,3086.12,4508.07,0.6844,34,0.0751,12,Regular,0
77YLFRMNQLNWXMC9Q6,"Sant, Chaudhari and Rastogi",Retail,TG,729853.6,129034.24,124482.04,1.0366,6,0.1075,16,Regular,0
23GCDRBIBZOPCTR8N7,De-Mann,Trading,RJ,588059.07,102299.35,68537.29,1.4926,44,0.0256,18,Missing,0
11QFIXCSGCLANSQ1R7,Yogi Ltd,Services,MP,717170.91,119565.75,114964.6,1.04,49,0.0566,3,Late,0
61NRDSYUPEFXLXB6M6,Chokshi-Saha,Construction,RJ,903631.43,100663.19,94277.71,1.0677,6,0.0805,14,Missing,0
36QOQMEWXVNXGYA9P2,Khanna-Basu,Manufacturing,MH,485619.12,41017.73,41131.34,0.9972,25,0.0029,3,Late,0
00CEPNXQCNDEATB0N6,Narain-Rao,Retail,TG,733324.3,67107.4,63164.67,1.0624,8,0.0221,13,Missing,0
94UMNZZPVWGBFKD4J4,Swaminathan-Dubey,Construction,TG,345863.71,60565.49,29384.46,2.0611,41,0.0766,7,Missing,0
47IXECANPFBBLYS7Q6,Chandran-Ram,Construction,MH,917086.32,70613.54,110150.11,0.6411,21,0.0494,16,Missing,0
00SINAIFHDWKYJH6D3,Chaudhuri Ltd,Construction,TG,211784.26,33487.22,19573.61,1.7107,36,0.1351,7,Late,0
66DQVIXXHHNTSCB0E5,Sami-Morar,Services,RJ,262560.27,32004.73,19127.63,1.6731,2,0.0399,14,Late,0
38GSAIGONDEGBCT4N1,Keer Group,Construction,DL,665994.81,74536.35,48002.07,1.5527,9,0.0387,6,Late,0
41ZKTIXPPWHVTBP0K7,Sachdev Ltd,Trading,RJ,814498.23,83490.64,101256.55,0.8245,42,0.0434,1,Regular,0
34KLVNJUBQQEWNX9R6,Bhakta and Sons,Retail,TG,575560.88,97185.79,30975.32,3.1374,38,0.0353,6,Late,0
34ANKDSFSGKKBXT7Y8,Mahajan Group,Construction,GJ,1402361.27,3137631.63,17625.38,178.0077,295,0.563,21,Late,1
58GMZQEHAQLUYBO3H7,"Bhatnagar, Narula and Gole",Retail,RJ,478993.27,24012.94,60134.7,0.3993,13,0.0489,12,Regular,0
74BXPDHAUUAZVHK0U8,"Chhabra, Garde and Sanghvi",Services,MP,781625.3,105798.24,118725.04,0.8911,17,0.1168,9,Regular,0
30VOILOCMLUHRPT3G1,Gandhi and Sons,Services,MP,296853.38,30218.87,47285.27,0.6391,10,0.1064,4,Regular,0
32AGUVMLQAERVGP5J5,Sabharwal LLC,Retail,KA,299259.19,43854.18,34641.69,1.2659,36,0.0497,1,Regular,0
17MILPNJDSMOKHM2A7,"Karpe, Ratta and Khare",Retail,MH,3740164.41,9207242.96,141220.9,65.197,85,0.7581,46,Missing,1
03CKSTEBGTZGQLJ3L5,Karnik-Narain,Construction,WB,254286.62,36688.55,13586.0,2.7003,43,0.1007,2,Late,0
40RLBQLZSOYOAVA3P5,Ratti LLC,Services,UP,643351.06,47681.01,104896.86,0.4545,8,0.0223,2,Regular,0
57OGCZUFMUHVCRO0D3,Bahri-Wable,Construction,DL,536084.32,45870.57,91393.02,0.5019,35,0.1097,5,Regular,0
89YZLACADIWLQEC6E0,Dhillon Group,Trading,KA,559455.62,93733.91,71768.05,1.306,43,0.1208,17,Late,0
97TVGLZKWSAARFM3N5,Sood Ltd,Services,MH,848496.88,76901.5,106157.9,0.7244,22,0.0598,14,Late,0
73FYNPPEXCLWFSP8P8,Sanghvi Group,Trading,TN,432142.0,51798.36,22871.36,2.2647,9,0.0795,8,Missing,0
70MWRIMDNXWFTPV0P8,Rajagopal and Sons,Manufacturing,DL,958264.97,99810.8,65510.15,1.5236,43,0.0322,5,Late,0
94PAVVXGBMQWDSC3X0,"Nazareth, Dalal and Sule",Trading,MH,83334.16,14922.5,8585.61,1.7379,41,0.0171,9,Missing,0
52SWYDRBZGVXAGG2J8,Pathak-Magar,Trading,WB,224972.72,14365.22,15064.2,0.9535,9,0.1206,10,Late,0
07PEABMSMRPVRCL6D4,"Kant, Dugar and Maharaj",Services,RJ,34353.47,5489.71,1720.45,3.189,31,0.0548,6,Missing,0
77FDSQPFSBVZLIN8D0,Arora-Pillay,Manufacturing,WB,620092.37,70475.74,68021.46,1.0361,33,0.0857,16,Late,0
83TQPWRNLBFHTQD6R3,"Deshmukh, Kanda and Srinivasan",Retail,MH,279439.9,29196.92,33224.25,0.8788,26,0.0523,5,Regular,0
01QJANKEBHCKZPI9L2,"Maharaj, Choudhry and Bera",Manufacturing,GJ,4155467.81,8370186.14,60086.02,139.3011,99,0.8829,59,Late,1
71DBBFFBKVINWKS3D9,Chadha Inc,Trading,DL,687355.77,47145.51,94030.76,0.5014,25,0.1244,2,Regular,0
30QDHOYGXBOWHDJ2E9,Gour PLC,Retail,KA,758587.52,68913.82,134446.92,0.5126,36,0.0087,12,Missing,0
60ZDIASFIIJMBJE6M4,Bera-Borra,Manufacturing,MH,3780532.26,10044517.02,49002.45,204.9757,280,0.7255,47,Late,1
60STGFRZDPDSRHV7D5,"Doshi, Om and Shan",Construction,UP,957072.84,144754.63,63126.36,2.2931,9,0.0721,7,Regular,0
14WLVUBSJKRZTEQ5F0,"Murthy, Venkataraman and Jayaraman",Trading,WB,298827.72,32072.22,18953.42,1.6921,20,0.0715,9,Late,0
48WFTAJYDROFRLU9T7,Butala Group,Trading,TG,854209.17,124315.94,114174.92,1.0888,42,0.0398,7,Regular,0
17UKIYIWUEDAXYX0K5,"Toor, Shanker and Prakash",Retail,DL,416647.58,58663.95,67449.01,0.8697,21,0.1121,2,Regular,0
98TTVXZLWXNQCTP1R6,Natarajan-Doctor,Construction,GJ,199125.12,26330.19,24250.28,1.0857,30,0.068,1,Regular,0
60AVZUDGDNTIVAB7I5,Radhakrishnan-Kale,Trading,GJ,561523.84,905759.63,21151.8,42.8198,246,0.8999,22,Missing,1
20VTBTHTQCOHWKP4M5,More Ltd,Construction,GJ,531818.05,75041.39,73161.17,1.0257,46,0.0878,15,Missing,0
11UULDIWNDOLDVF9H8,Hegde-Buch,Retail,TG,136934.32,8618.36,21389.48,0.4029,25,0.1434,13,Missing,0
40NLLRAHNOWXKIF2L6,Dhaliwal-Jani,Manufacturing,GJ,159625.82,8864.32,16263.05,0.545,30,0.0773,6,Late,0
84PQWXDOPQDIJTI2R1,Bera-Ramaswamy,Manufacturing,TN,491974.73,76054.59,69778.43,1.0899,42,0.0348,18,Regular,0
37ROVIWSZIWVATW3Q2,Jain PLC,Manufacturing,RJ,89059.71,14079.93,11742.63,1.1989,15,0.1487,17,Missing,0
53DAZGQGUDXHCEE2G0,Kant-Mody,Trading,WB,87750.88,8453.27,12916.47,0.6544,38,0.111,18,Regular,0
45NBCVOFRTFTAYA4E7,Karnik-Panchal,Retail,KA,348859.02,23113.34,44655.2,0.5176,3,0.0721,17,Missing,0
14SJKKSQVHEKGOT3M2,Iyengar Ltd,Trading,TN,547682.75,48874.15,74432.84,0.6566,4,0.0647,8,Missing,0
99RISQQTBLCIXSY4A9,Chanda LLC,Trading,UP,735019.79,77223.54,40622.02,1.901,33,0.1144,17,Missing,0
08ZOAMOVYYWVCGJ3H5,"Badami, Sangha and Raghavan",Construction,RJ,712702.92,83141.88,121866.53,0.6822,3,0.0262,16,Regular,0
83ICIKQICXTCCOB9B8,Kanda-Bhavsar,Retail,WB,173787.22,23356.07,14207.3,1.6438,14,0.0149,14,Regular,0
21OZRFWJRNQYSSN7O7,Bakshi-Virk,Manufacturing,MH,920295.87,112930.03,161607.57,0.6988,40,0.0472,19,Regular,0
36LVOEDWWVLZCPK3F2,"Raj, Luthra and Tiwari",Retail,GJ,113296.51,10370.46,15344.24,0.6758,30,0.1275,3,Missing,0
73UYFPQIGKNXWWG9Z7,Sinha Ltd,Trading,TG,798998.73,112969.72,92562.91,1.2205,32,0.1233,15,Late,0
30IFWUIZLMOIMYF9F0,"Sem, Ben and Varughese",Trading,TG,20135.62,1753.69,1501.75,1.167,16,0.1348,3,Late,0
59DFREYGQJIRTWB9X2,Kapadia PLC,Manufacturing,UP,34011.38,3614.05,5766.23,0.6267,17,0.0236,4,Regular,0
73VGBIEKWQHBCUZ9Y1,Luthra and Sons,Retail,TG,2294762.13,6617943.89,66278.28,99.8494,262,0.4345,49,Missing,1
46LNMTIJATRINXO6G2,"Tandon, Comar and Dhingra",Services,TN,298321.81,45059.73,27768.72,1.6226,37,0.0214,4,Late,0
23SONBJNYAOXLRE0F1,Pall Ltd,Manufacturing,UP,709411.72,98618.11,83013.65,1.188,46,0.1151,13,Regular,0
92NBXTSXKVZXEYD7D1,"Sha, Sarna and Bhagat",Trading,KA,353034.2,63304.03,46739.74,1.3544,8,0.1016,19,Regular,0
09HQWRUNLBCGSBL7L0,Chaudhary Inc,Services,RJ,650112.5,50953.97,51666.56,0.9862,39,0.1276,14,Missing,0
80IIGSJALKQHXIM3X6,Kohli-Dhingra,Construction,RJ,800062.02,140995.7,127404.89,1.1067,39,0.0418,3,Late,0
43BOBUGERCXKURP3W7,Rattan Group,Trading,UP,1649013.68,2735402.82,39899.38,68.5558,190,0.6658,33,Late,1
13TRWILPUSBXARF6P2,"Lall, Sachar and Parmer",Retail,TG,426150.83,65214.35,24112.03,2.7045,19,0.1474,16,Late,0
60OTEIUXHZBUVUZ9B0,"Dayal, Ray and Varghese",Construction,DL,253739.63,34896.49,39412.88,0.8854,1,0.0966,11,Late,0
15FGELRUBTVNFWU9B8,Parikh-Cheema,Construction,DL,516646.37,31105.33,51557.31,0.6033,26,0.0667,8,Missing,0
03NGMUTQAPLUNMP6D4,Borde-Kohli,Retail,GJ,602527.95,75571.71,79977.51,0.9449,17,0.0474,5,Missing,0
93RSOXZRNJKHVQJ5U3,Shankar-Swaminathan,Manufacturing,DL,890009.31,159784.98,46321.6,3.4494,42,0.0178,17,Missing,0
34ZXDFDTLIRTHVB6R3,"Chanda, Bal and Prabhakar",Construction,DL,873194.85,154067.9,130299.93,1.1824,18,0.147,4,Late,0
84FGCDFQWQDUPNW0G5,Varughese Ltd,Manufacturing,KA,1848509.08,5440445.33,58090.1,93.6537,127,0.5261,45,Missing,1
52TKAGQWPEGUWIE6U7,Parikh Inc,Retail,MH,263864.41,32777.2,42139.35,0.7778,26,0.1154,19,Late,0
26VLXDHTDBTQQMD2S1,Varughese-Pillay,Manufacturing,KA,504191.69,33432.72,80129.45,0.4172,24,0.077,15,Missing,0
18LHNFSZWTUFCZK7F2,Rai LLC,Construction,UP,860564.29,141749.6,73793.86,1.9209,6,0.0156,1,Regular,0
11EVJUJOFKCWLNU4A4,Saxena Ltd,Manufacturing,MH,965348.08,126989.69,67430.13,1.8833,2,0.0855,3,Regular,0
34KMFLMMFSIQVGI6P3,Bajwa-Sarkar,Manufacturing,GJ,3127636.8,5662556.41,137791.89,41.0947,150,0.7884,78,Missing,1
96HPNKKVSIJHPQP8H9,Oommen Ltd,Services,TN,759310.95,58416.07,99393.39,0.5877,41,0.0278,5,Late,0
13UUBEQGUYQVHIQ4J7,"Dar, Sangha and Deol",Retail,UP,211781.3,19524.83,10785.37,1.8101,39,0.1253,18,Regular,0
83ZNGGVDMIWFBYL9F7,Tiwari Inc,Manufacturing,UP,684699.39,65339.63,53160.76,1.2291,15,0.0086,8,Late,0
15IIBSLTCCOPFNU4T0,Desai-Goel,Services,MH,2928796.78,7151902.32,108283.92,66.0471,283,0.834,25,Missing,1
64CXNDWIEBTDZUM4D3,Agate Group,Construction,TG,924995.45,65866.67,97701.43,0.6742,29,0.0139,8,Late,0
35ZHPCYFZCLQJXC3T8,Pal-Gole,Services,TG,708867.0,117955.19,80939.21,1.4573,42,0.0553,12,Regular,0
66CRRRWJBSPHZLM7N4,Dua Inc,Retail,RJ,462034.91,60354.06,37493.5,1.6097,37,0.1067,4,Late,0
60NSADBCNIEPLHT9N6,Chacko-Sur,Services,MP,4423608.78,10463924.55,105366.97,99.3084,260,0.5477,62,Late,1
76ZYHMABQKXQJJA0S7,Bakshi PLC,Trading,GJ,482057.45,64911.17,24972.93,2.5992,21,0.0873,5,Regular,0
64XXHBJWVHGUXNX0V7,"Chowdhury, Dugar and Handa",Construction,TN,100802.42,13229.84,8167.13,1.6197,26,0.0591,16,Late,0
02NUZYWXOQJPAOJ0R3,Bhardwaj-Agate,Services,MP,930498.5,65493.8,60953.3,1.0745,45,0.0941,7,Missing,0
48YULOBHKTXJAID8E6,Sharaf-Pant,Construction,RJ,698828.44,101166.25,94122.32,1.0748,23,0.0017,4,Late,0
08BXAKIXIVEKDUX6Y4,"Chanda, Raman and Sodhi",Construction,KA,631593.06,98110.71,80085.9,1.2251,29,0.1101,19,Regular,0
95VPKQJLJFCAUEZ4E6,Sama-Dass,Trading,MP,229561.7,34769.7,17481.76,1.9888,33,0.1475,11,Missing,0
83EDJAPDEGZYKTC1J8,Char-Badal,Manufacturing,KA,791666.89,43745.22,124095.04,0.3525,25,0.0538,1,Regular,0
62VWXSULWLVMWBK9I3,"Sibal, Hegde and Garg",Services,UP,873079.79,61346.51,67085.6,0.9144,44,0.057,10,Regular,0
47SQFIOGXGGLPQY0O3,Oza Inc,Trading,TN,4566235.3,8443629.9,193132.76,43.7191,126,0.8494,25,Late,1
78UUYMJKXPKAPEL5X9,Keer-Desai,Trading,MH,867898.3,116228.28,64368.45,1.8056,11,0.0908,5,Late,0
24TSWRWDFBSLTXA2E4,Bhasin Ltd,Trading,MP,934986.71,141581.72,125007.85,1.1326,20,0.0208,7,Regular,0
56SKFZNNWHWXFSA8P4,Halder Group,Services,DL,295165.32,32735.38,17354.67,1.8861,25,0.0037,18,Late,0
18XPTFIBEJJIZVG0L3,Chander Inc,Manufacturing,RJ,754609.55,108680.01,66336.15,1.6383,14,0.0508,12,Late,0
11NNTIPRPGOYNYT0R5,"Lala, Bhakta and Nadig",Services,TG,2099718.55,5650964.12,28807.35,196.1571,168,0.8371,33,Missing,1
31UBGLTQFJEIBYU9T9,"Narang, Sangha and Bala",Retail,TN,4223856.62,6339573.35,94245.92,67.2656,290,0.4685,66,Missing,1
00KUNTDPRZEOTAT7U8,Goel Inc,Services,MP,194883.11,30478.53,23642.52,1.2891,45,0.1222,10,Regular,0
96AOUMIJKMIDENS7K4,"Dutt, Bhardwaj and Chakraborty",Services,GJ,356088.8,29757.12,28101.67,1.0589,14,0.1132,3,Late,0
92DPCUITWOUKLSH5Q4,Patel Group,Manufacturing,GJ,856839.64,130059.67,133760.81,0.9723,27,0.0504,5,Regular,0
97ESBQTQUKHFWHN6B7,Ram-Bawa,Services,MP,332074.55,34808.11,21332.39,1.6316,45,0.1113,5,Missing,0
20MFRVILABVNVUY2L7,Sabharwal-Panchal,Construction,GJ,595712.35,1675174.41,18560.9,90.248,209,0.8663,58,Missing,1
73GGCJRAMBEXMGQ6P6,Mahajan Group,Services,MP,867227.23,53427.45,136119.97,0.3925,21,0.0289,9,Missing,0
38WRTYNIRZABNYE4Q0,Venkataraman Ltd,Services,MH,340773.37,35378.68,57074.14,0.6199,10,0.0618,12,Regular,0
72PGTDRPPXWNRFD3K3,Mital Inc,Retail,RJ,78537.82,6074.92,6890.77,0.8815,28,0.0704,18,Missing,0
67OJRXSEZYTQHUB3V4,"Kara, Keer and Wason",Trading,TG,889381.51,100126.84,80926.14,1.2372,30,0.0617,5,Missing,0
38PVJDBZSPXWKEE8Y4,Issac-Kale,Trading,GJ,271525.64,23115.12,33255.23,0.6951,17,0.0144,4,Missing,0
64PFAMMJVOOUBVE5S9,"Kalla, Mahajan and Mitter",Retail,RJ,759052.43,129519.53,86447.92,1.4982,23,0.1135,14,Regular,0
67COPXKBPCVLCNC6I7,"Chowdhury, Kamdar and Mangal",Manufacturing,UP,761754.23,123858.62,38871.09,3.1863,22,0.1347,7,Late,0
34NOLWCOSIWTWLR7T1,Bedi Inc,Services,MP,73867.48,8360.15,7787.23,1.0734,16,0.0579,13,Missing,0
37PEENQPCFJCLWP7N8,Narayanan-Varkey,Trading,DL,480701.54,33390.3,33812.97,0.9875,48,0.1165,1,Late,0
89VKOBBODFFOQRT4S4,"Yohannan, Mody and Kapur",Retail,UP,451672.57,61848.34,66878.21,0.9248,32,0.0548,12,Late,0
75QKWNJDOESATQV9R1,"Aggarwal, Soni and Narula",Retail,TG,862112.51,142765.25,77184.67,1.8496,43,0.1278,17,Missing,0
28BIVPWTKSYTAGI7P8,Vora-Kaul,Construction,GJ,320541.97,38216.86,56698.59,0.674,12,0.1466,11,Late,0
49UWSPXVRMGFTKB8A6,Memon Ltd,Construction,DL,240378.16,42805.71,38122.87,1.1228,29,0.0161,9,Late,0
98QJVBKNXTWXXVK2E0,"Chaudhry, Toor and Batra",Construction,MH,780865.63,129389.18,133260.33,0.9709,36,0.0621,13,Regular,0
41GUVNRRZZOVYYL2V6,Gopal Inc,Manufacturing,KA,651697.76,69225.19,85794.11,0.8069,8,0.1449,1,Late,0
78TVDZOMJJABXGU6S3,Memon PLC,Trading,KA,288968.75,36617.55,47717.59,0.7674,6,0.0923,3,Regular,0
84CNPCJLMHADCPT5R8,Jaggi LLC,Services,KA,461620.0,53470.41,60051.55,0.8904,36,0.0508,1,Regular,0
95RXIDPDOOZSERW2O2,Mallick Group,Services,UP,326177.27,51365.75,54115.76,0.9492,48,0.0177,8,Regular,0
63IYDMZEZZAODPA7A7,Aurora-Kalita,Trading,MH,920245.23,123717.56,144157.67,0.8582,33,0.0582,17,Late,0
82WAZVZPTHTFHYI3I8,Srinivas and Sons,Trading,DL,650131.31,62148.27,55612.17,1.1175,33,0.1175,8,Missing,0
80YCKNJISUGQUDD2C9,Gaba-Gill,Trading,WB,2866156.69,6499073.59,47650.24,136.3883,56,0.4713,75,Missing,1
50LFPZSWDUEOLRK8W5,"Ratta, Muni and Ravel",Retail,KA,98803.91,17290.75,15309.07,1.1294,20,0.0006,11,Missing,0
21KOTTCWPPAEWJI0J1,Saran-Sodhi,Construction,DL,691229.3,120801.69,75755.53,1.5946,10,0.036,19,Late,0
87PYVHPUZONBBHT1G1,Toor-Wagle,Services,KA,3471362.24,9187164.95,71516.51,128.4604,87,0.4413,27,Missing,1
24NTNACHDFERCKM4J6,Bal LLC,Trading,MP,512200.12,69891.82,77946.65,0.8967,42,0.1378,12,Regular,0
85UZCXATZAAXFCW9P6,Dasgupta Group,Manufacturing,MH,2775353.69,8080945.22,125037.39,64.6277,262,0.8518,25,Missing,1
51DHWLBITFDCNOG2R5,"Natarajan, Ramanathan and Srinivasan",Trading,RJ,560411.94,38025.05,56337.55,0.6749,32,0.0071,13,Late,0
86NNKFRMETJYPPX7H7,"Banerjee, Sagar and Sidhu",Services,MH,863386.41,47278.4,92122.57,0.5132,47,0.0625,19,Regular,0
70IMIMMGCOSJMZZ9A0,"Sharaf, Ramanathan and Ravi",Trading,WB,2527246.63,3841155.69,120519.51,31.8714,63,0.8042,28,Missing,1
42QREXLWCHBNFSR2Q8,"Bhatia, Kunda and Dubey",Retail,TG,2251407.55,3413711.29,104049.43,32.8082,125,0.5775,47,Late,1
19ZPIWLKPBMJPQY8H7,Dixit-Pandit,Construction,MP,183285.65,26009.74,13197.11,1.9707,39,0.1118,17,Missing,0
04PRRMOWKEXNWEO8Y4,Seth and Sons,Retail,MH,816648.21,135125.17,66822.56,2.0221,48,0.0629,9,Missing,0
